"actor_1_facebook_likes","actor_2_facebook_likes","actor_3_facebook_likes","director_facebook_likes","duration","budget","imdb_score","title_year","facenumber_in_poster","movie_facebook_likes","cast_total_facebook_likes","num_critic_for_reviews"
948,822,630,51,129,1.9e+07,6.5,2008,1,0,4324,102
3000,547,356,14,100,1.9e+07,6.4,2010,2,13000,4094,134
617,134,102,75,172,1.9e+07,6.7,1964,0,560,1131,30
2000,2000,562,31,97,2.3e+07,6.3,2011,4,0,5519,136
2,0,0,22,92,1.9e+07,5.7,1993,0,238,2,10
12000,1000,530,500,116,1.9e+07,6.3,1996,2,228,14579,31
87000,17000,16000,15,90,1.9e+07,6,2005,0,0,120797,220
12000,11000,836,0,81,1.9e+07,7.7,2002,0,0,25489,241
654,529,233,0,97,1.5e+07,6.2,2005,8,0,1876,252
40000,693,551,0,118,18500000,7.7,1998,0,15000,43105,156
3000,2000,985,0,100,18500000,6.4,2009,3,13000,7252,192
920,798,329,89,97,1.8e+07,6.4,2014,3,21000,2771,351
789,424,360,55,114,1.8e+07,6.9,1994,0,0,2085,57
15000,11000,697,545,130,1.8e+07,7.3,1988,1,0,28018,99
332,165,6,119,82,1.8e+07,7.3,2006,1,0,505,343
2000,788,584,126,96,1.8e+07,6.2,2001,1,0,4380,163
12000,664,643,12000,105,1.7e+07,6.6,1984,1,0,14762,110
1000,539,457,301,122,2e+07,6.7,2005,0,0,2759,233
1000,489,489,31,88,1.7e+07,5.7,1999,1,0,2604,91
12000,1000,734,179,110,1.6e+07,3.1,2014,1,31000,15044,169
723,552,172,15,103,1.7e+07,6.3,2005,0,0,1615,142
748,656,521,8,106,1.8e+07,5.7,2004,4,265,3956,50
1000,624,566,72,98,1.8e+07,7.1,2003,2,10000,3151,195
8000,503,481,116,68,1.7e+07,7,1997,2,0,10557,129
567,312,261,52,94,1.8e+07,6.1,2016,10,19000,2259,156
975,569,557,42,99,2.1e+07,6.6,2011,2,0,3567,103
1000,1000,794,323,107,1.5e+07,7.8,1987,1,13000,4223,217
692,670,521,869,180,1.8e+07,8.3,1984,0,16000,3076,134
2000,690,458,29,89,2e+07,3.9,2008,0,1000,4867,146
2000,1000,625,70,97,1.7e+07,7,2004,4,0,5032,159
727,171,148,22,113,1.8e+07,6.7,2003,1,0,1310,111
1000,559,555,500,131,19800000,7.3,2001,0,0,3261,187
12000,899,805,0,103,1.8e+07,6.3,1986,0,0,14672,44
15000,6000,529,0,119,1.8e+07,7.8,2014,8,114000,21668,588
594,268,218,11000,98,1.8e+07,7.3,2013,1,36000,1353,415
97,68,64,521,111,1.5e+07,7.6,2006,0,0,313,279
2000,1000,582,23,94,2.5e+07,5.3,2003,2,0,4868,97
18000,11000,2000,380,122,1.8e+07,7.9,1989,3,0,32930,60
844,456,341,8,81,1.8e+07,5.3,1996,2,588,2653,27
2000,826,606,0,89,1e+06,6.8,1980,0,7000,4877,212
2000,795,723,80,106,1.8e+07,7.1,2011,1,15000,5024,110
643,559,191,0,122,1.8e+07,7.2,1970,0,0,2032,45
390,258,59,62,86,1.8e+07,5.8,2009,1,0,727,190
691,476,406,130,103,1.8e+07,5.8,1984,1,2000,2481,77
22000,394,356,17000,121,1.8e+07,8.3,1980,1,0,23008,151
2000,980,827,7,109,1.8e+07,5.6,2009,0,0,4947,111
155,144,124,272,109,1.8e+07,6.8,1985,1,0,605,64
808,720,637,64,123,1.8e+07,5,2009,0,0,5734,134
11000,642,223,0,94,1.8e+07,7.6,2010,0,63000,11984,450
11000,11000,975,11000,94,1.8e+07,6.7,2000,0,812,23283,128
757,220,111,13,115,1.8e+07,6.7,2000,2,0,1201,68
10000,566,85,24,107,1.7e+07,5.7,2015,13,0,10691,97
17000,632,362,38,91,1.8e+07,5.2,2004,0,591,18711,54
16000,4000,1000,34,125,1.8e+07,7.5,2001,0,0,21622,99
14000,13000,816,0,122,3e+07,7.2,2015,0,23000,28933,412
946,800,529,0,102,1.8e+07,5.3,2009,1,0,4072,107
12000,904,729,44,90,1.8e+07,6.5,2009,2,0,16004,192
372,262,102,28,98,1.8e+07,5,1981,0,346,927,25
11000,2000,1000,128,109,1.8e+07,6.1,2001,0,813,14995,104
517,376,101,0,107,1.8e+07,7.4,1981,0,2000,1067,120
210,193,179,31,90,1.8e+07,4.4,2013,1,4000,676,146
805,223,177,0,112,1.8e+07,7.5,1997,0,0,1466,124
712,341,197,0,94,1.8e+07,5.7,2014,2,3000,1673,107
723,422,371,6,105,1.8e+07,5.5,1989,1,0,2368,11
405,204,202,109,104,1.8e+07,7.1,2004,2,562,847,93
567,67,45,213,112,1.7e+07,5.9,1986,0,0,711,38
1000,115,94,25,108,1.8e+07,6.7,1981,0,0,1263,60
577,416,231,97,112,1.3e+07,7,2009,2,0,1341,184
40000,13000,940,13000,127,1.8e+07,7.9,1994,1,0,56585,148
24000,14000,405,655,111,1.8e+07,6.9,2013,1,0,39307,217
627,12,9,44,126,2e+07,7.3,2007,0,0,653,160
27000,18000,1000,0,114,1.8e+07,7.3,2008,4,12000,46944,209
456,278,251,379,99,2e+07,3.5,1982,2,0,1356,40
597,591,401,0,150,1.8e+07,7.8,1996,0,0,1645,85
4000,820,201,337,112,1.8e+07,6.7,2016,0,0,5671,263
11000,944,922,11000,108,1.8e+07,6.4,2003,2,827,14843,128
25000,14000,212,6,116,1.8e+07,7.1,2013,2,18000,39463,186
63,43,16,0,144,1.2e+07,7.8,2009,0,0,167,292
1000,695,415,28,93,2700000,5.9,1986,2,0,2319,70
1000,783,576,154,103,1.8e+07,7.2,2002,0,2000,4094,79
663,551,394,34,98,1.8e+07,5.1,2008,1,1000,2215,97
84,35,32,157,114,1.8e+07,5.5,2009,0,342,198,59
854,578,353,0,121,11350000,6.2,1999,2,271,2705,10
1000,177,83,0,87,3500000,7.2,1985,1,3000,1592,184
1000,872,757,55,92,1.8e+07,5.2,2016,1,0,3212,23
805,306,69,2,105,1.4e+07,6.7,2006,0,0,1185,112
2000,1000,720,78,90,1.1e+07,6.3,2015,1,0,4142,45
444,312,183,130,89,17900000,5,1985,1,0,1243,59
22000,2000,920,89,114,1.4e+07,6.2,2012,2,10000,25804,195
15000,833,778,99,119,2e+07,7.6,2007,2,0,17584,256
11000,918,413,512,91,1.8e+07,5.3,2014,2,0,13545,59
158,152,129,209,98,2.3e+07,6.2,2008,2,0,816,97
11000,979,854,19,80,17500000,6.5,2005,1,0,14385,142
3000,460,242,83,121,17500000,8.1,2004,1,12000,4142,187
866,794,280,87,94,2.4e+07,6.3,2007,1,0,2124,193
549,269,170,148,93,17500000,4.4,2013,5,0,1373,40
13000,1000,1000,32,93,1.8e+07,4.6,2014,4,0,16735,46
109,67,50,0,116,17500000,6,2002,0,204,245,38
482,203,83,448,101,1.7e+07,7.6,2001,0,20000,956,239
2000,626,604,0,154,18500000,8.4,1986,1,18000,4228,250
453,272,244,165,170,1.7e+07,7.9,1964,1,0,1164,82
45000,4000,681,13,99,1.7e+07,5.6,1997,1,0,50284,140
839,756,613,42,104,1.7e+07,6.5,2014,1,14000,3627,129
912,306,284,729,126,1.2e+07,7.5,2004,0,0,2170,285
33000,459,422,422,110,17500000,6.3,2006,2,0,35345,91
2000,742,598,0,101,3e+05,7.9,1978,0,12000,4400,318
5000,643,576,611,80,3.1e+07,7.9,2002,4,0,6229,283
818,636,503,9,87,1.7e+07,5.1,2003,1,309,2164,52
1000,886,849,92,123,1.7e+07,6.7,2013,5,7000,5306,56
16000,988,968,248,109,1.7e+07,6.7,2006,0,3000,19410,186
723,346,298,52,90,2e+07,5.6,2010,0,12000,1978,178
1000,580,486,36,96,1.7e+07,5.6,2002,0,2000,3294,140
12000,10000,1000,364,125,1.7e+08,6.8,2010,0,30000,25549,469
8000,357,281,12,82,1.7e+07,6.2,1998,2,0,9271,63
15000,976,583,33,86,1.7e+07,5.6,2011,1,16000,17396,148
1000,1000,580,192,108,1.5e+07,6.4,2006,0,0,4500,265
593,517,428,39,98,1.7e+07,5.6,2003,1,320,2713,75
427,234,89,51,129,1.7e+07,7.4,2015,0,21000,952,113
10000,751,746,36,112,1.7e+07,7.2,2012,4,36000,12676,223
973,954,505,19,108,3.4e+07,4.9,2001,2,476,3344,50
989,888,244,0,121,1.7e+07,7.5,1998,1,0,2365,125
1000,982,973,11,89,1.7e+07,4.8,2002,0,814,4060,81
690,400,323,0,89,4e+06,3.1,2006,2,110,2135,37
1000,436,142,11,73,1.7e+07,5.8,1999,0,339,2020,44
3000,960,625,847,132,1.7e+07,6.7,2009,1,4000,6317,197
715,490,86,117,154,9e+06,6.8,1963,3,419,1567,15
394,150,58,201,96,1.7e+07,6.5,2013,0,70000,673,543
567,503,399,80,98,1.7e+07,5.9,2009,1,0,2016,112
2000,2000,841,80,107,1.9e+07,5.5,2006,6,300,5992,153
1000,593,488,22,134,1.7e+07,3.6,1987,6,1000,3007,94
23000,979,834,47,122,1.7e+07,7.4,2006,2,0,27381,157
400,193,161,3,97,1.7e+07,3,1986,0,154,805,21
3000,979,96,168,110,1.6e+07,7.6,2006,3,15000,4210,236
634,537,60,4,102,1.7e+07,6.4,1981,0,0,1262,50
214,96,71,541,98,1.7e+07,6.9,2003,1,0,409,106
14000,287,55,30,120,1.7e+07,6.6,2014,1,0,14492,106
1000,876,215,219,160,1.7e+07,5.5,2006,6,0,2340,173
677,262,168,0,80,1.1e+07,6.6,2008,0,0,1364,41
669,642,255,22,91,1.7e+07,5.2,1977,0,903,1769,41
465,152,62,57,83,1.7e+07,4.1,2012,1,0,730,145
3000,2000,165,6,102,16500000,6.8,1991,1,0,5433,31
21000,3000,260,30,122,16800000,6.5,2006,2,0,25173,105
3000,979,96,168,110,1.6e+07,7.6,2006,3,15000,4210,236
826,508,168,0,126,1.5e+07,7.4,1987,2,0,1607,114
25000,14000,1000,0,136,16500000,7.7,1995,2,0,41059,69
11000,838,281,11,120,16500000,7.1,2007,1,0,12554,150
714,701,433,18,108,16500000,6.3,2007,2,0,2785,72
638,624,385,26,126,1.5e+07,7.6,2003,0,0,2282,158
49000,1000,1000,608,128,16400000,8,1989,0,23000,51609,96
879,854,481,137,113,1.6e+07,7.3,1994,2,0,2985,84
227,73,62,0,89,1.6e+07,7.6,1989,0,0,485,114
844,617,359,0,129,1.6e+07,7.8,1982,0,0,2330,79
1000,490,486,480,94,15600000,6.5,2000,5,0,3889,103
23000,255,35,48,106,1.6e+07,6.4,1999,0,0,23369,67
996,897,628,405,100,1.5e+07,8,2011,0,30000,4606,576
10000,787,389,687,89,1.6e+07,4.8,2009,1,0,12183,178
13000,13000,559,0,94,1.6e+07,7.8,2012,2,71000,27911,487
20000,4000,597,473,83,1.6e+07,5.9,2006,0,0,26402,196
241,118,107,19,111,18500000,5.4,2016,0,0,824,24
911,521,499,11,80,1.6e+07,3.3,2002,2,1000,3058,56
634,269,250,0,112,13500000,8.2,2006,0,27000,1322,406
1000,1000,635,14,94,3.5e+07,5.4,2001,0,393,4194,51
939,881,522,309,130,1.6e+07,6.4,2001,2,1000,3107,41
3000,1000,638,26,91,1.6e+07,4.8,2011,1,0,5349,138
861,593,459,29,91,17700000,5.9,2001,0,0,2543,78
633,67,51,23,110,1.5e+07,5.5,1991,2,0,874,40
175,115,108,1000,121,8e+06,7.9,2007,1,17000,485,285
851,680,650,15,114,16500000,4.9,2008,4,0,3485,124
19000,581,252,11000,96,15500000,7.2,2008,0,14000,19894,275
908,690,292,5,270,2.5e+07,6.6,2007,1,0,2762,34
15000,1000,851,24,100,2e+07,6.7,2016,9,18000,18786,81
3000,240,95,7,94,1.6e+07,5.3,2000,3,487,3451,67
835,787,450,7,109,1.6e+07,7.2,2002,0,0,2572,103
24000,396,271,45,107,1.6e+07,5.1,2009,1,6000,24805,300
8000,2000,324,22,96,1.6e+07,5.6,2000,0,492,11078,84
854,410,233,11000,88,1.6e+07,7.6,1987,0,0,1653,64
12000,1000,734,179,110,1.6e+07,3.1,2014,1,31000,15044,169
21000,541,238,47,113,1.6e+07,7.2,2010,0,24000,22088,158
812,326,258,6,101,1.6e+07,5.7,2003,1,371,1882,46
11000,3000,384,121,105,2e+07,5.2,1988,0,818,14677,15
18000,15000,372,438,125,2.6e+07,7.7,1993,2,0,33865,68
599,380,363,9,100,1.6e+07,7,1999,0,0,2389,111
940,416,316,38,108,1.6e+07,4.9,1979,7,392,1945,42
555,403,215,28,112,1.5e+07,6,2000,0,573,1227,65
11000,650,642,11000,112,1.6e+07,6.6,2002,0,762,12766,109
1000,852,322,89,95,1.5e+07,6.8,1999,0,0,2518,42
1000,309,186,85,110,1.6e+07,7.2,1986,1,0,1852,112
1000,418,295,369,118,1.6e+07,7.2,2007,1,0,1889,146
503,489,465,34,97,1.6e+07,2.8,1997,1,0,3100,36
10000,316,310,115,120,1.6e+07,6.6,2013,3,0,11019,230
898,708,258,133,135,1.6e+07,6.7,2005,0,356,2096,64
3000,1000,888,0,101,2e+07,7,2013,0,23000,5056,393
939,881,618,29,92,1.6e+07,4.4,2004,9,0,3935,75
172,55,27,172,106,1.1e+07,7.1,2008,2,3000,329,78
10000,304,227,6,92,1.5e+07,6.2,2008,1,921,11091,67
488,289,116,929,161,1.3e+07,7.3,2009,0,23000,943,216
1000,945,613,143,92,1.6e+07,5.1,2012,2,0,3086,54
1000,884,805,529,93,1.6e+07,8.1,2009,0,115000,4453,84
5000,170,44,22,110,1.6e+07,6.7,2013,0,0,5273,69
883,596,567,0,122,1.6e+07,6.6,2014,1,0,2896,208
890,578,574,10,91,15600000,4.5,2002,3,939,3104,32
1000,1000,922,7,93,15500000,5.9,2005,0,191,4329,40
235,46,17,7,94,15300000,6.6,2001,1,0,303,40
499,298,102,571,95,15500000,6.5,2006,0,0,1120,251
901,605,383,102,105,1.4e+07,7.3,1984,1,0,3464,94
3000,1000,925,0,103,1.8e+07,7.5,1990,5,20000,7521,102
19000,875,801,12000,102,1.1e+07,5.9,1987,4,3000,21499,21
13000,521,481,521,116,2.2e+07,7.4,1982,1,0,14701,94
10000,1000,555,12000,110,1.5e+07,6.9,1986,2,19000,13069,173
103,21,5,0,120,1.5e+07,7.9,2000,3,0,129,287
18000,828,158,0,122,1.5e+07,8.4,1999,0,22000,19078,176
14000,1000,520,0,118,1.5e+07,8,2010,0,64000,15732,479
742,384,247,425,107,1.5e+07,6,1988,1,0,2151,27
17000,13000,882,4,102,15500000,6.8,2008,1,1000,30978,60
852,581,271,14000,154,1.5e+07,7.8,1985,0,6000,2592,70
11000,744,635,335,141,1e+08,6.1,2016,2,0,13390,1
19000,393,305,77,114,1.4e+07,8.1,2014,1,165000,20295,454
1000,745,271,6,109,1e+07,6.1,1980,1,855,2419,25
17000,975,569,87,94,1.5e+07,6.2,2010,1,0,20154,111
1000,340,250,127,100,2e+07,6.2,2013,1,57000,1949,393
2000,742,598,0,101,3e+05,7.9,1978,0,12000,4400,318
816,695,624,11000,98,1.5e+07,7.4,1983,1,0,3617,55
925,38,27,79,102,1.5e+07,6.6,2013,0,26000,1018,157
326,48,39,350,94,9800000,7.3,2006,0,0,486,280
925,692,217,13000,92,1.5e+07,7.5,1988,3,15000,1953,109
2000,721,607,0,113,1.5e+07,5.6,2007,8,1000,6510,41
23000,4000,902,44,115,1.5e+07,7.3,1994,4,0,29370,27
11000,326,259,43,95,1.7e+07,6.4,2012,0,29000,11946,462
1000,431,383,165,87,1.5e+07,5,2006,0,0,2452,152
934,927,799,189,88,1.5e+07,5.4,2002,1,896,3707,69
22000,11000,652,517,183,1.5e+07,8.2,1978,2,11000,34025,140
22000,4000,957,272,97,1.5e+07,7.1,1997,0,12000,29252,130
925,738,566,13,94,1.7e+07,5.3,2003,1,0,3423,66
12000,1000,874,29,112,1.5e+07,6.5,2013,1,12000,15800,238
3000,658,562,66,98,1.5e+07,6.2,2015,0,27000,4567,198
4000,4000,1000,0,104,1.5e+07,6.4,1998,1,0,12170,154
22000,13000,1000,446,120,1e+07,6.9,1997,3,2000,40117,131
11000,983,971,11,99,1.6e+07,5.7,2001,0,0,15369,97
15000,10000,953,453,109,7e+06,7.7,2012,2,38000,27788,355
15000,14000,13000,488,105,3.7e+07,5.4,2015,1,11000,44037,138
23000,1000,883,357,106,1.5e+07,5.6,2000,0,0,26652,102
13000,876,149,120,123,1.5e+07,7.7,2014,0,90000,14100,419
833,807,685,14,86,1.6e+07,5.1,2003,3,0,4435,37
20000,1000,944,18,120,1.5e+07,6.8,2000,2,0,22383,78
607,202,87,767,227,1.5e+07,8.4,1962,8,11000,1076,181
908,764,593,0,119,1.5e+07,4.9,2009,0,3000,3226,220
2000,820,612,212,115,1.5e+07,7.1,2014,1,38000,4896,349
956,878,616,29,114,1.5e+07,6.6,2009,0,0,3861,241
1000,650,458,6,90,1.5e+07,6.1,2005,0,0,2666,103
2000,864,731,28,94,1.5e+07,4.1,2002,5,0,5440,151
14000,1000,850,255,106,1.25e+08,5.8,2010,0,15000,18003,344
18000,636,594,0,98,1.6e+07,8.1,1987,0,33000,20060,185
18000,2000,697,18000,126,1.5e+07,7.6,2007,1,0,22745,112
33000,745,228,0,100,1.5e+07,7.8,2011,0,81000,34337,676
811,636,231,10,89,1.5e+07,4.6,2004,8,810,2167,74
818,511,106,13,111,1.5e+07,6,1998,0,849,1450,65
10000,1000,306,35,100,1.5e+07,7,2007,1,0,11471,274
116,110,100,49,115,1.5e+07,6.7,2014,0,0,525,50
907,807,649,61,106,1.4e+07,6.4,2005,5,1000,3462,96
1000,886,865,107,124,1.5e+07,7.2,2000,0,0,5135,68
893,822,141,5,107,1.5e+07,7.4,1997,1,0,2044,111
14000,982,628,3,99,1.5e+07,4.8,2009,3,0,16461,128
193,184,162,31,90,1.5e+07,4,2000,0,949,608,160
838,328,266,26,101,1.5e+07,6.2,1996,0,6000,1812,93
19000,567,400,11000,119,1.5e+07,7.7,2005,3,0,20391,278
512,316,125,20,103,1.5e+07,6.7,2010,2,0,1002,81
12000,310,258,133,134,11500000,7.9,1993,1,0,12749,58
3000,360,170,0,155,1.5e+07,7.9,1997,15,0,3677,153
1000,605,232,11,94,1.5e+07,5.5,1993,0,466,2210,25
1000,786,461,15,95,1.5e+07,6.2,2006,0,1000,3845,46
919,557,399,7,89,1.5e+07,5.1,2007,0,0,2559,161
912,786,579,83,97,1.4e+07,4.1,2000,2,243,2682,108
882,874,613,13,90,1.5e+07,6.7,2002,2,0,2661,69
472,239,129,8,92,2e+07,4.7,2006,1,0,1045,78
826,622,415,10,100,1.5e+07,6.4,2016,2,0,2958,129
3000,646,461,19,117,1.5e+07,6.3,2010,4,0,4204,135
989,982,918,119,84,1.5e+07,5.5,1998,3,673,4660,96
33000,748,619,310,140,1.5e+07,7.3,2012,3,47000,34413,417
775,614,537,79,108,1.5e+07,6.3,2014,2,0,3033,172
471,308,159,11,109,1.5e+07,4.9,1999,1,327,1069,88
10000,602,383,0,131,1.5e+07,7.6,2008,0,16000,11114,388
695,654,563,73,114,1.5e+07,6,1984,1,0,3444,45
11000,820,748,181,97,1.5e+07,6.2,2012,1,20000,14025,414
22000,164,123,210,122,1.5e+07,6.8,2014,3,13000,22574,291
826,503,484,374,87,1.5e+07,4.5,2001,1,0,2689,97
354,173,23,12,85,1.5e+07,5.7,2008,0,175,568,37
1000,786,377,36,101,1.5e+07,4.6,2000,1,356,2764,90
907,585,526,16,121,1.5e+07,6.2,2006,4,489,3633,81
11000,5000,358,92,107,1.5e+07,7,2011,0,49000,17627,221
796,787,727,0,111,1.5e+07,6.9,2009,1,10000,2633,230
436,324,308,164,97,1.5e+07,6.7,2003,3,622,1172,119
12000,821,745,745,97,1.5e+07,5.6,1999,2,251,15209,97
427,66,65,34,125,2e+07,6.6,2004,7,1000,729,119
11000,860,563,11000,124,1.5e+07,6.4,1989,0,877,12685,42
595,417,47,9,76,1.5e+07,2.8,1998,0,436,1139,24
746,561,353,561,107,1.5e+07,5.4,2012,3,29000,2377,208
925,660,629,23,91,1.5e+07,5,1998,2,247,2913,42
989,841,670,4,96,1.5e+07,5.1,2000,1,648,3142,44
22000,5000,1000,0,142,1.5e+07,8,1985,0,16000,29475,230
1000,872,782,80,103,1.5e+07,5.9,2004,0,1000,4676,46
22000,12000,12000,0,117,1.5e+07,8.2,1998,1,35000,47728,249
3000,788,539,153,116,1.5e+07,7,2006,0,0,5012,197
556,463,274,41,118,1.5e+07,6.6,2002,1,455,1873,71
11000,883,254,187,108,1.6e+07,6.7,2007,0,923,12178,190
11000,897,612,9,94,1.5e+07,5.5,2000,4,816,13524,50
890,852,461,2,97,2e+07,4.9,2002,4,1000,3161,63
14000,1000,692,32,97,1.5e+07,6.9,2002,5,0,16502,104
8000,625,596,6,91,1.5e+07,5.6,2006,0,647,10732,49
65,49,39,454,107,1.5e+07,8,2008,1,32000,173,300
931,539,426,24,95,1.5e+07,5.3,2013,6,0,3322,43
15000,14000,1000,11,102,1.5e+07,6.2,2008,4,0,33153,132
24000,971,360,96,88,1.5e+07,5.3,2009,1,0,25637,97
13000,826,363,835,106,1.5e+07,6.6,2012,1,10000,14544,242
860,658,386,11000,92,1.5e+07,7.2,2009,1,10000,2717,218
477,397,275,52,105,1.5e+07,4.6,2000,4,157,2312,49
572,324,289,0,107,1.5e+07,7.5,2005,2,0,1627,172
49000,1000,693,0,120,1.5e+07,6.5,1999,2,0,51657,68
21000,1000,611,1000,103,1.5e+07,7.6,2005,2,0,23932,223
890,729,577,6,92,2e+07,6.2,1999,0,0,3654,59
6000,889,669,0,147,1.5e+07,8,2001,1,16000,8484,252
12000,6000,557,11000,98,2.2e+07,6.3,2010,0,0,19310,223
10000,882,844,132,103,1.5e+07,7.2,2010,0,33000,12867,328
918,278,25,122,111,1.5e+07,6.7,2008,0,0,1252,150
876,324,90,70,98,1.5e+07,5.3,1986,0,843,1351,21
783,664,617,0,111,1.5e+07,6.3,1999,0,391,4834,28
6000,294,287,0,111,1.5e+07,6.5,2007,0,0,6748,250
136,23,18,756,145,6e+06,8.3,1927,1,12000,203,260
510,297,58,180,84,1.2e+07,7.2,2004,2,0,962,141
12000,970,642,39,115,7e+06,6.8,1995,2,0,14889,52
1000,103,56,141,105,1.5e+07,6.4,2015,1,0,1172,205
936,826,730,34,98,1.5e+07,6.9,2001,1,664,3578,109
64,45,7,0,110,3e+08,6.2,2008,0,0,134,110
825,476,40,85,88,9e+06,5.6,1996,0,154,1432,14
14000,1000,1000,129,103,1.5e+07,6.1,2008,0,0,18639,177
549,248,2,36,104,1.5e+07,6,2011,2,705,801,17
17000,14000,642,68,90,1.5e+07,5.1,2011,5,0,32814,62
776,595,125,24,105,2.5e+07,4.5,2001,1,193,1732,19
1000,165,66,17,93,1.5e+07,5.9,2007,1,445,1245,50
14000,12000,912,0,85,2e+07,5.8,2013,0,0,29488,39
1000,889,537,19,109,7e+06,6.1,2014,0,13000,2829,136
179,55,51,93,105,1.5e+07,4.9,2005,0,473,363,26
61,57,50,6,98,1.5e+07,5.7,2015,0,18,192,4
556,353,19,3,119,1.5e+07,7.1,2009,4,821,996,53
631,452,303,67,124,1.5e+07,6.6,2000,1,277,1585,22
13000,571,512,11000,101,14600000,8.1,1993,1,38000,15500,147
20000,17000,642,13,115,14800000,5.7,2015,3,41000,38963,222
29000,1000,954,1000,120,14500000,6.8,1996,2,10000,33791,106
1000,767,121,15,111,1e+07,7.5,2010,2,0,2140,136
467,220,124,5,94,14500000,6.2,2014,2,998,994,5
16000,11000,638,16000,131,14400000,8.3,1992,1,10000,28544,131
3000,769,236,3000,139,14200000,7.4,2005,1,1000,4211,140
668,56,40,0,120,1.5e+07,8,2008,0,13000,820,418
886,276,249,213,119,1.4e+07,6.9,1987,0,3000,1639,94
8000,995,700,0,125,1.4e+07,6.9,1990,2,11000,11135,82
442,162,57,5,108,15800000,5.5,1988,1,489,717,32
892,355,277,34,101,1.5e+07,5.7,2015,0,0,2055,22
10000,854,560,0,145,1.4e+07,7.2,1989,0,4000,12098,72
953,730,496,226,98,1.5e+07,6.9,1993,1,0,2496,39
10000,960,725,71,101,1.5e+07,5.5,2009,0,0,14159,264
941,459,309,30,92,1.4e+07,5.9,2012,0,17000,2348,264
13000,954,535,270,93,1.4e+07,7.7,1982,1,0,15192,145
997,826,748,41,109,1.4e+07,5.2,2007,0,0,3544,86
456,244,238,43,123,1.4e+07,7.1,1977,2,0,1326,112
975,912,648,9,99,1.4e+07,5.5,1998,4,0,3500,101
18000,17000,418,350,119,1.4e+07,7.7,1988,2,0,35501,51
327,172,25,116,107,1.4e+07,6.7,1991,1,0,552,10
8000,670,636,54,81,1.4e+07,5,1999,1,2000,10792,43
11000,1000,583,58,105,1.3e+07,6.4,2011,1,18000,12894,331
23,12,8,12,82,1.4e+07,6.6,2002,0,184,49,38
592,556,279,309,109,1.4e+07,5.9,1993,0,0,1620,12
706,266,111,10,95,1.4e+07,5.7,2002,2,530,1421,40
723,422,364,0,100,2e+07,4.5,1995,1,1000,2348,34
931,726,467,128,118,1.4e+07,3.7,1977,7,889,2704,82
874,613,50,31,91,1.4e+07,5,2005,0,0,1608,125
869,779,636,119,90,1.4e+07,4.6,2003,2,411,3007,56
26000,14000,690,123,108,1.4e+07,6.5,2009,4,4000,41359,160
953,849,625,44,103,1.4e+07,4.9,2010,2,1000,3299,71
3000,2000,654,0,96,1.4e+07,6,1998,0,645,6861,37
718,330,55,160,117,1.2e+07,6.9,1999,6,970,1148,62
1000,855,514,85,93,8500000,5.7,1996,0,0,2777,73
22000,740,213,17000,136,1.4e+07,6.7,1977,0,932,23378,59
1000,848,534,0,115,1.4e+07,6.9,1994,0,905,3267,25
1000,935,489,52,85,1.1e+07,4.4,2001,1,0,3050,205
934,927,799,189,88,1.5e+07,5.4,2002,1,896,3707,69
12000,593,383,0,112,1.4e+07,7,2006,0,0,13528,195
878,834,169,70,86,1.4e+07,5.4,2001,5,613,2165,61
962,925,635,90,86,1.4e+07,5.4,2012,1,0,3715,77
14000,617,280,143,137,2.6e+07,7.6,2006,0,5000,15337,251
12000,215,191,49,90,2.4e+07,5.9,2000,5,853,12776,63
10000,233,113,956,107,1.4e+07,6.6,1999,1,860,10368,47
543,113,15,176,98,1.4e+07,6.7,2006,3,447,678,108
159,102,102,12,84,1.4e+07,3.9,2001,4,231,417,64
423,15,5,133,139,1.4e+07,5.7,1995,1,127,446,20
16000,469,324,109,127,1.4e+07,6.5,1978,0,76,17250,2
149,44,43,608,150,8200000,6.8,2014,0,0,390,262
380,326,284,333,132,1.03e+08,7.3,2002,2,0,1429,69
149,32,21,2,117,1.2e+07,6.9,2010,2,1000,243,50
697,329,322,168,115,1.5e+07,7,2008,0,702,2243,57
13000,1000,338,50,186,1.4e+07,6.5,2011,1,0,14638,116
1000,872,767,0,90,1.4e+07,7.7,2010,0,14000,4377,87
15000,13000,11000,0,134,1.4e+07,7.7,2005,0,13000,39789,357
833,809,429,473,101,1.25e+08,5.9,2014,0,62000,2690,348
927,281,201,143,97,1.2e+07,6.8,1995,1,0,1724,88
2000,258,135,162,107,13500000,7.4,2002,2,0,2447,181
3000,837,390,38,99,1.4e+07,5.1,2015,4,0,4702,107
14000,230,170,133,124,13500000,7.4,2000,1,0,14726,132
2000,906,816,454,110,1.5e+07,7.2,2012,7,52000,4757,401
918,653,471,101,178,13500000,8.3,2004,0,14000,2334,192
273,114,93,448,125,1e+07,8.1,2004,1,0,529,157
49000,263,227,272,121,1.3e+07,7.3,1987,1,0,50141,62
898,391,385,26,100,13400000,3.6,2010,5,502,2895,4
569,69,41,209,115,1.3e+07,1.6,2011,1,62000,714,84
20000,15000,1000,0,108,1.3e+07,8,2010,1,106000,38072,669
10000,2000,1000,294,117,1e+08,6.2,2014,0,60000,14160,492
22000,14000,3000,0,220,1.3e+07,9,1974,1,14000,39960,149
656,363,237,49,112,1.3e+07,6.1,2001,0,0,1307,101
